neighbourhood_group,latitude,longitude,room_type,availability_365,minimum_nights,number_of_reviews,price
3,40.73841,-73.90781,1,0,1,1,180
1,40.66799,-73.99669,1,31,2,39,50
1,40.71823,-73.96141,0,0,3,1,180
2,40.80489,-73.94217,1,0,5,1,49
2,40.74376,-73.98355,0,323,4,16,189
2,40.73513,-73.99669,0,5,2,3,269
1,40.70758,-73.94134,1,10,5,1,56
3,40.74085,-73.90781,1,0,1,1,180
2,40.79018,-73.94014,1,68,10,13,78
1,40.68983,-73.90781,1,6,3,6,49
1,40.719,-73.96419,0,0,2,2,250
1,40.68424,-73.92828,1,175,2,34,65
1,40.69093,-73.92754,1,0,2,1,68
1,40.66799,-73.93549,1,334,1,8,49
2,40.80489,-73.95583,1,40,5,34,49
1,40.69025,-73.93387,1,0,1,1,55
1,40.69251,-73.94549,1,0,1,1,100
2,40.72085,-73.98945,1,99,3,38,103
3,40.70242,-73.90781,0,10,3,15,115
2,40.80489,-73.93866,0,170,1,15,90
1,40.6952,-73.91535,1,127,3,35,85
2,40.72535,-73.98794,0,70,2,21,229
1,40.69237,-73.94314,1,79,1,36,95
3,40.72915,-73.90781,1,95,2,1,70
2,40.80434,-73.9649,1,8,1,28,80
2,40.76118,-73.96036,0,0,3,1,140
3,40.71605,-73.90781,1,327,1,24,66
1,40.66799,-73.98886,1,14,1,12,49
3,40.75166,-73.90781,1,0,28,5,68
1,40.67918,-73.97408,0,8,3,15,108
1,40.71093,-73.96407,0,9,5,2,143
2,40.76629,-73.98816,0,3,2,10,132
4,40.66799,-73.99669,0,121,3,21,109
2,40.73798,-73.99253,0,263,3,10,200
2,40.76072,-73.98993,0,3,4,3,150
2,40.80254,-73.96723,1,87,3,23,70
1,40.67414,-73.99669,0,10,4,5,130
2,40.77081,-73.94944,0,143,28,1,195
1,40.69509,-73.96462,0,28,1,42,191
2,40.80489,-73.95627,0,0,3,2,250
2,40.721,-73.99218,0,326,2,5,269
2,40.72036,-73.98883,2,0,3,9,147
1,40.6956,-73.93739,1,188,1,5,50
1,40.68615,-73.9356,0,157,3,2,79
1,40.72795,-73.95481,0,0,2,8,150
1,40.68405,-73.93401,1,71,2,11,70
3,40.7478,-73.94113,1,364,28,14,200
3,40.71639,-73.90781,1,19,2,12,60
2,40.73492,-73.99604,0,11,2,2,269
1,40.71024,-73.95834,0,5,2,8,200
2,40.77221,-73.9875,1,58,2,15,100
1,40.67948,-73.90781,0,360,1,5,200
1,40.66799,-73.90833,1,365,2,3,68
2,40.72316,-73.98703,1,0,1,35,55
2,40.74355,-73.97936,2,326,2,2,49
1,40.66799,-73.95075,0,180,28,1,269
3,40.75967,-73.90781,1,85,1,10,50
2,40.7041,-73.99669,0,302,1,27,160
0,40.80489,-73.90781,1,311,3,1,75
2,40.73881,-73.99669,0,234,2,29,269
1,40.68775,-73.92581,0,278,1,70,115
2,40.80489,-73.94721,0,319,1,5,150
3,40.67098,-73.90781,2,365,4,1,49
3,40.6728,-73.90781,1,365,4,2,59
1,40.66799,-73.95219,1,238,1,2,49
1,40.68269,-73.94712,1,50,2,23,49
1,40.72034,-73.95626,0,2,3,2,100
1,40.69293,-73.90781,0,35,1,4,100
0,40.80489,-73.92726,1,304,1,29,60
1,40.68333,-73.99669,0,0,3,8,155
1,40.67452,-73.95906,0,7,4,3,120
2,40.77828,-73.95492,1,0,1,1,269
2,40.7637,-73.97422,1,217,2,5,191
2,40.75169,-73.99669,0,0,3,1,269
1,40.71067,-73.96629,0,0,28,1,120
2,40.76725,-73.95971,0,84,5,1,269
1,40.70898,-73.96596,0,0,28,2,120
3,40.67352,-73.90781,0,347,1,24,269
3,40.67385,-73.90781,1,253,1,1,125
2,40.76579,-73.98557,1,0,6,1,140
3,40.67233,-73.90781,1,253,1,2,125
1,40.68634,-73.95499,1,321,2,13,63
1,40.6847,-73.95532,1,293,2,23,70
3,40.67205,-73.90781,1,253,1,1,180
1,40.70717,-73.92126,1,40,4,3,50
2,40.80489,-73.95391,1,249,28,1,70
2,40.80489,-73.92967,1,0,7,1,49
1,40.69405,-73.94411,1,0,2,11,60
3,40.74813,-73.93852,1,0,5,4,69
2,40.80489,-73.94329,1,51,2,1,49
1,40.68774,-73.93699,0,334,1,36,120
1,40.68261,-73.99097,1,0,2,6,50
2,40.80489,-73.95136,1,51,2,44,92
3,40.66799,-73.90781,1,342,1,57,50
2,40.74633,-73.97586,0,29,5,14,155
1,40.71841,-73.95224,0,111,3,1,200
3,40.66799,-73.90781,0,87,7,1,80
1,40.68345,-73.99094,0,0,7,3,138
1,40.69495,-73.93509,1,0,7,1,100
3,40.66799,-73.90781,0,309,2,33,151
1,40.70845,-73.9402,1,42,3,7,85
1,40.68564,-73.99201,0,0,2,8,170
1,40.69299,-73.92934,0,0,3,6,81
1,40.71845,-73.96241,0,69,3,4,150
1,40.68377,-73.94489,1,12,1,1,85
2,40.75941,-73.98794,1,9,1,7,62
2,40.8043,-73.96342,1,10,1,37,75
1,40.66799,-73.99669,1,0,1,5,49
2,40.79078,-73.94547,0,0,1,11,100
1,40.70079,-73.98512,0,0,1,1,269
2,40.74559,-73.98551,1,28,4,14,139
2,40.76458,-73.98686,1,179,5,8,98
3,40.69597,-73.90781,1,0,7,1,100
1,40.72725,-73.95617,1,353,7,10,100
2,40.76523,-73.98054,1,0,2,1,100
1,40.70343,-73.94894,0,4,6,7,149
1,40.68944,-73.90781,1,250,5,1,75
2,40.77384,-73.98917,0,257,28,6,260
1,40.66799,-73.99669,1,31,2,9,60
2,40.73207,-73.99669,0,0,28,1,160
1,40.69083,-73.97301,0,206,5,21,135
1,40.67893,-73.94318,1,58,3,7,60
1,40.68856,-73.91903,0,4,3,6,119
2,40.80489,-73.93827,0,280,7,1,130
2,40.80489,-73.95105,1,0,2,12,75
2,40.80489,-73.94071,0,66,7,1,150
1,40.66912,-73.97493,0,0,5,6,150
1,40.68215,-73.96526,0,43,3,15,250
2,40.72611,-73.99669,0,17,11,3,200
2,40.80475,-73.95081,1,43,2,43,79
2,40.7281,-73.98293,1,180,1,2,250
2,40.79927,-73.95384,1,0,2,22,89
2,40.72546,-73.98396,0,268,1,20,179
1,40.66799,-73.95067,1,365,2,11,49
3,40.75805,-73.90927,1,66,7,2,49
2,40.80489,-73.9537,1,0,1,11,150
1,40.68398,-73.94179,1,2,1,10,49
2,40.75175,-73.98499,0,147,28,4,269
1,40.68301,-73.99669,0,33,5,1,215
1,40.66799,-73.95337,1,311,7,4,75
1,40.66799,-73.92907,1,162,1,22,80
2,40.74499,-73.99669,1,158,1,2,180
2,40.74406,-73.98003,1,0,3,7,99
1,40.66799,-73.9835,0,290,1,24,200
2,40.79831,-73.94201,0,88,3,4,95
3,40.76339,-73.92249,1,249,2,1,97
1,40.66799,-73.93267,1,0,4,1,100
3,40.76016,-73.90781,1,347,1,13,57
1,40.69854,-73.94554,0,4,3,15,75
3,40.76984,-73.90781,1,29,1,7,49
1,40.71843,-73.94199,1,35,4,1,269
2,40.73176,-73.99669,0,10,7,3,179
1,40.6989,-73.9246,0,0,2,19,160
1,40.68409,-73.94965,1,0,7,1,60
1,40.66799,-73.90781,1,126,1,7,55
1,40.66799,-73.95732,0,263,3,12,85
1,40.69331,-73.94918,0,3,1,4,185
3,40.73183,-73.90781,1,137,1,4,50
3,40.74419,-73.90781,1,357,1,1,110
2,40.79875,-73.93643,1,238,3,2,125
1,40.71818,-73.95945,0,273,2,15,269
3,40.67367,-73.90781,0,359,1,3,160
2,40.80183,-73.96542,1,12,1,14,68
2,40.75514,-73.96746,0,0,3,1,250
1,40.70701,-73.94446,1,6,2,1,65
2,40.74441,-73.97328,0,51,5,1,215
1,40.69222,-73.90781,0,50,3,22,150
0,40.80489,-73.92747,1,296,1,48,60
3,40.73333,-73.90781,0,365,1,1,269
0,40.80489,-73.90781,0,349,3,26,55
2,40.71707,-73.98931,0,97,28,1,200
3,40.76299,-73.90781,1,349,1,22,65
0,40.80489,-73.92654,1,295,1,35,65
1,40.66799,-73.99669,1,0,3,2,49
3,40.76199,-73.90781,1,207,1,42,49
2,40.73378,-73.99669,0,0,3,2,269
2,40.80489,-73.94619,1,8,1,54,80
2,40.72977,-73.97895,0,232,6,23,175
1,40.66799,-73.99669,0,142,4,12,175
3,40.7415,-73.90781,1,87,1,1,60
2,40.76263,-73.96881,0,95,6,33,265
2,40.77695,-73.95519,2,90,1,1,75
3,40.75125,-73.90781,2,267,2,4,58
2,40.79439,-73.96315,0,0,7,1,269
1,40.69798,-73.92968,0,17,3,5,135
1,40.67739,-73.99669,0,0,1,4,74
1,40.67265,-73.94728,0,94,4,19,81
3,40.71988,-73.90781,2,236,3,24,49
2,40.80489,-73.93526,1,82,3,3,90
1,40.66799,-73.98282,0,74,5,29,269
3,40.74836,-73.93833,1,0,2,3,95
1,40.70686,-73.95538,1,0,2,6,49
2,40.72994,-73.99669,0,0,3,2,269
2,40.73228,-73.98669,0,0,3,1,269
2,40.80489,-73.94219,0,180,28,1,200
1,40.70933,-73.94651,1,0,2,3,80
1,40.68457,-73.92914,0,75,2,8,100
1,40.68072,-73.90781,1,63,2,26,120
2,40.75971,-73.99076,0,14,2,7,150
1,40.70932,-73.94792,1,32,1,1,90
1,40.68417,-73.91792,0,326,2,4,175
2,40.71731,-73.99669,0,179,4,1,175
1,40.71081,-73.96695,0,0,28,5,120
2,40.75988,-73.99123,1,316,1,50,135
1,40.67262,-73.97372,0,2,2,5,160
2,40.7906,-73.94594,1,188,7,2,49
2,40.80075,-73.95676,1,141,2,40,95
2,40.79829,-73.93601,1,95,3,4,68
1,40.66799,-73.90975,0,164,3,20,49
2,40.77072,-73.95538,0,358,28,1,105
2,40.80489,-73.94291,0,88,3,8,202
2,40.74446,-73.98091,0,353,28,1,120
4,40.66799,-73.99669,1,262,1,6,90
3,40.74781,-73.93891,0,21,20,9,133
2,40.80489,-73.95928,0,33,20,1,150
3,40.77359,-73.9251,1,249,1,2,60
1,40.71545,-73.94383,0,0,2,1,99
1,40.71359,-73.9404,0,34,3,37,165
2,40.80246,-73.95737,1,172,2,31,95
2,40.71918,-73.98525,0,143,1,25,59
2,40.75938,-73.98986,1,283,1,61,145
2,40.80076,-73.95742,1,163,2,32,95
1,40.66799,-73.90781,1,142,1,64,60
2,40.7879,-73.95418,1,112,2,9,90
1,40.69351,-73.95161,1,365,10,1,60
2,40.80307,-73.96386,1,9,1,37,80
1,40.71009,-73.95151,1,0,3,2,60
2,40.73328,-73.99431,1,2,7,1,150
1,40.69086,-73.95955,1,57,1,42,50
1,40.69551,-73.94565,1,73,3,21,93
1,40.66799,-73.90781,0,179,2,15,75
2,40.80489,-73.95434,0,0,1,4,150
2,40.75546,-73.99669,1,141,1,22,107
1,40.68162,-73.96818,0,0,2,8,149
2,40.73022,-73.97998,0,14,4,1,220
1,40.68921,-73.95035,1,361,28,26,65
1,40.68907,-73.95217,1,333,28,13,65
2,40.74442,-73.99669,0,0,2,2,220
3,40.68842,-73.90781,1,311,2,1,50
1,40.66799,-73.98039,0,174,4,2,269
2,40.78179,-73.94693,0,332,28,1,99
1,40.71474,-73.94441,0,176,2,6,175
2,40.70731,-73.99669,0,107,3,1,155
2,40.7597,-73.99669,0,6,3,6,219
2,40.72361,-73.99301,0,0,7,1,130
1,40.6817,-73.95025,0,281,28,3,70
2,40.73492,-73.98079,0,88,28,1,269
3,40.72784,-73.90781,1,35,2,1,69
1,40.67759,-73.9106,1,250,7,2,49
1,40.69061,-73.90815,2,0,2,5,49
2,40.80489,-73.95949,1,177,8,1,55
3,40.75491,-73.91445,0,131,3,32,98
2,40.80312,-73.95378,1,10,2,1,85
3,40.74635,-73.94035,0,4,2,2,120
2,40.73002,-73.99669,0,207,2,8,225
2,40.72896,-73.98111,0,323,3,10,158
2,40.80489,-73.94831,0,0,2,7,130
3,40.76373,-73.90781,0,0,1,70,70
1,40.68847,-73.91989,1,342,4,1,70
3,40.74945,-73.90781,1,365,2,9,50
2,40.77143,-73.94893,1,17,2,23,90
2,40.71965,-73.98448,0,280,1,24,250
2,40.80489,-73.95271,0,0,1,3,200
0,40.80489,-73.90781,1,363,1,26,49
2,40.79,-73.94728,0,0,2,11,160
1,40.6858,-73.95375,0,0,7,2,150
0,40.80489,-73.90781,0,363,1,11,130
2,40.76061,-73.99038,1,19,8,1,170
2,40.76747,-73.95451,0,0,2,2,120
1,40.70774,-73.9445,1,6,2,21,100
1,40.66799,-73.95256,1,69,5,5,49
2,40.79202,-73.96887,0,13,3,10,175
3,40.75542,-73.90781,1,34,4,34,70
1,40.69318,-73.94739,0,95,2,3,200
3,40.73887,-73.90781,2,365,2,6,49
2,40.70724,-73.99669,0,0,2,4,195
1,40.68942,-73.95428,1,0,1,4,55
2,40.80489,-73.93855,1,310,10,1,60
1,40.69862,-73.92849,1,173,7,1,60
2,40.76328,-73.96598,0,15,2,8,129
1,40.69725,-73.91181,2,0,1,1,95
2,40.80489,-73.95156,1,0,3,3,55
2,40.72753,-73.98285,0,75,4,3,269
2,40.76117,-73.99099,0,126,4,46,269
2,40.73018,-73.98229,0,0,2,1,199
3,40.77718,-73.91029,0,122,7,1,180
0,40.80489,-73.92074,1,326,3,8,60
1,40.69143,-73.90993,0,284,2,20,110
2,40.74991,-73.97262,0,0,21,1,200
2,40.76197,-73.96139,0,138,28,1,195
3,40.75262,-73.93656,0,0,2,1,165
1,40.68143,-73.94765,0,11,2,7,150
2,40.72575,-73.98236,0,61,3,10,190
1,40.68683,-73.96572,1,250,6,2,64
1,40.66799,-73.95659,0,276,2,16,110
3,40.76477,-73.92901,1,0,5,1,75
1,40.66799,-73.96293,0,46,3,1,105
2,40.76,-73.98377,0,272,1,5,212
1,40.66799,-73.99669,0,90,2,42,110
2,40.75855,-73.96961,0,0,1,3,140
2,40.76556,-73.97726,1,0,1,1,269
2,40.7901,-73.94111,1,195,2,32,74
2,40.80489,-73.93753,1,0,7,1,49
1,40.67117,-73.95653,0,19,2,29,110
1,40.70956,-73.95305,1,0,2,9,65
2,40.74992,-73.98772,1,0,2,8,110
2,40.76505,-73.98919,1,177,1,11,129
3,40.66799,-73.90781,1,340,1,70,59
3,40.75074,-73.94206,0,121,13,4,150
2,40.76516,-73.9888,1,177,1,11,129
0,40.80489,-73.90781,1,0,1,4,49
3,40.75406,-73.92095,2,178,3,1,49
1,40.67133,-73.94631,1,89,3,4,269
1,40.68336,-73.92144,0,179,2,6,250
1,40.66799,-73.95594,1,83,2,1,120
2,40.80114,-73.95696,1,147,2,32,90
1,40.68272,-73.96675,1,0,1,33,125
2,40.76414,-73.949,1,362,4,3,175
2,40.73687,-73.98668,0,0,7,9,165
2,40.72207,-73.98726,0,0,1,11,99
2,40.80489,-73.93754,1,169,2,6,55
1,40.66799,-73.94621,0,170,3,2,125
2,40.72841,-73.99669,0,217,4,28,269
1,40.67355,-73.94567,0,0,2,1,100
2,40.72953,-73.99669,0,357,3,8,225
2,40.755,-73.99669,1,87,1,6,249
1,40.68536,-73.92222,1,341,18,2,49
1,40.72084,-73.9554,0,0,2,4,269
1,40.68425,-73.99464,0,250,1,1,200
1,40.6837,-73.94199,1,0,3,5,49
2,40.74273,-73.97998,0,0,1,5,100
2,40.70421,-73.99669,0,38,4,8,269
1,40.73147,-73.95209,1,365,1,1,119
2,40.80489,-73.94829,1,10,4,19,49
1,40.73214,-73.95511,1,365,1,1,119
2,40.75511,-73.99532,1,365,7,4,75
1,40.73394,-73.95154,1,1,1,2,119
1,40.67424,-73.94098,0,63,2,21,137
1,40.71719,-73.95757,0,34,2,39,148
2,40.80489,-73.94094,0,2,2,1,75
1,40.66799,-73.95398,0,57,2,2,49
1,40.66799,-73.94305,1,147,6,15,59
2,40.79481,-73.96437,1,6,6,3,84
1,40.69243,-73.91528,1,227,28,51,50
1,40.69202,-73.91487,1,246,28,29,49
1,40.69276,-73.91465,1,316,28,31,49
2,40.74942,-73.99593,1,362,1,23,85
0,40.80489,-73.90781,1,179,6,1,50
1,40.68786,-73.99669,0,9,2,17,130
1,40.66799,-73.98728,0,323,5,2,101
3,40.70202,-73.90781,0,3,3,9,114
0,40.80489,-73.90781,2,280,7,1,49
2,40.74333,-73.99669,0,0,1,8,175
3,40.75478,-73.90781,0,113,1,28,105
3,40.74278,-73.90781,1,365,2,2,63
3,40.78497,-73.90781,1,0,1,7,49
1,40.66799,-73.99669,1,236,2,13,49
2,40.73646,-73.99669,0,215,1,6,165
1,40.68135,-73.92122,0,361,3,10,125
3,40.67903,-73.90781,1,322,2,2,83
1,40.66799,-73.93867,1,176,2,3,110
2,40.74741,-73.99669,0,8,7,4,250
3,40.7559,-73.90781,1,362,1,29,55
2,40.75284,-73.9717,1,266,2,1,269
1,40.68844,-73.91486,1,71,1,1,60
1,40.66799,-73.94779,0,89,2,1,88
2,40.72557,-73.99669,0,248,1,18,269
3,40.7615,-73.94323,0,83,2,1,269
3,40.76635,-73.90812,0,40,5,2,100
2,40.72867,-73.98593,0,66,3,8,175
2,40.71655,-73.99537,1,0,28,4,68
1,40.71518,-73.95777,0,128,3,6,269
1,40.68784,-73.99669,1,89,1,1,200
2,40.76599,-73.9826,0,0,28,1,175
2,40.71341,-73.98981,0,0,1,1,250
2,40.76495,-73.98313,0,295,28,1,175
3,40.74824,-73.90781,1,1,28,1,49
2,40.76402,-73.97453,1,207,2,1,233
2,40.76232,-73.97512,1,213,2,1,233
2,40.76344,-73.97447,1,162,2,1,269
2,40.76219,-73.97646,1,143,2,1,269
2,40.76197,-73.97562,0,173,2,1,269
2,40.71992,-73.98472,0,199,3,50,269
2,40.76194,-73.97459,0,206,2,1,269
2,40.76239,-73.97444,0,192,2,1,269
2,40.76201,-73.97635,0,152,2,1,269
1,40.71934,-73.96136,0,5,5,3,162
2,40.76324,-73.97515,1,163,2,1,233
2,40.76184,-73.97605,0,199,2,1,269
1,40.66799,-73.99669,2,89,5,1,49
1,40.66799,-73.94163,0,0,1,7,70
2,40.79074,-73.94276,0,272,2,31,140
2,40.74306,-73.97843,0,365,28,1,87
2,40.76464,-73.9593,1,0,1,54,115
3,40.75398,-73.90781,1,0,7,1,100
1,40.67817,-73.97152,0,188,3,1,200
1,40.68062,-73.94418,0,284,28,1,62
3,40.76147,-73.92549,0,0,3,1,250
3,40.77689,-73.90781,1,363,1,3,60
3,40.67748,-73.90781,0,161,1,12,100
2,40.75964,-73.99002,2,314,1,59,70
1,40.66799,-73.90781,0,201,2,27,140
1,40.69368,-73.92539,1,172,1,31,49
3,40.74484,-73.90959,1,93,28,1,49
2,40.75671,-73.99669,1,359,1,20,199
1,40.72864,-73.95641,0,354,4,3,269
1,40.71201,-73.94967,0,11,6,4,94
0,40.80489,-73.92729,1,301,1,38,55
1,40.66799,-73.90781,1,281,1,6,50
1,40.71545,-73.96344,0,28,4,2,269
2,40.80489,-73.95313,1,91,2,3,215
2,40.72878,-73.99669,0,1,7,2,165
1,40.69342,-73.9324,1,87,7,1,75
3,40.76243,-73.93044,0,177,25,1,113
1,40.68777,-73.95378,0,253,28,2,99
2,40.74938,-73.9802,0,0,28,2,200
3,40.73695,-73.92376,1,280,5,4,69
1,40.67534,-73.97332,0,264,10,1,150
3,40.75355,-73.90781,0,346,2,10,170
1,40.66799,-73.9632,0,31,3,2,120
2,40.76544,-73.9585,0,156,3,4,269
1,40.67961,-73.92461,0,71,3,11,120
1,40.66799,-73.97105,1,204,2,24,49
3,40.74287,-73.90781,1,0,28,3,49
1,40.70469,-73.93878,1,355,1,14,135
1,40.68701,-73.97457,0,66,3,16,150
3,40.71194,-73.91414,0,273,3,9,200
2,40.76423,-73.98891,1,37,2,12,145
2,40.80489,-73.94547,0,123,2,18,132
2,40.80489,-73.93653,0,78,1,7,250
2,40.80489,-73.94072,1,90,28,1,50
2,40.74419,-73.99669,0,67,28,2,125
3,40.70356,-73.90781,1,52,2,2,75
2,40.7184,-73.98719,0,256,1,33,269
3,40.73511,-73.92488,1,315,5,1,79
1,40.68931,-73.94041,0,8,2,1,95
2,40.74563,-73.98342,0,5,1,14,269
3,40.75457,-73.90781,1,179,7,1,100
1,40.67948,-73.99531,0,14,6,14,147
2,40.80489,-73.92982,1,4,1,34,49
1,40.68901,-73.92826,1,363,7,1,125
2,40.79768,-73.93455,1,0,2,2,49
1,40.66799,-73.94738,1,35,1,70,80
2,40.75922,-73.99669,1,191,1,10,105
2,40.80489,-73.9558,0,5,3,1,269
1,40.67037,-73.90781,1,180,3,1,90
1,40.73039,-73.95434,0,20,7,2,269
1,40.73123,-73.95664,1,22,5,1,80
1,40.67442,-73.95165,1,0,7,1,50
1,40.68589,-73.98543,0,0,2,1,269
1,40.72744,-73.94673,0,112,3,12,195
2,40.77951,-73.97765,0,0,5,3,200
2,40.73649,-73.99669,0,3,3,3,269
2,40.80489,-73.93886,1,0,1,8,200
3,40.75507,-73.90781,0,0,3,4,80
2,40.79758,-73.93808,0,25,1,1,98
1,40.71365,-73.93838,0,1,4,2,150
2,40.80489,-73.94364,0,108,6,3,90
2,40.78413,-73.97451,1,248,1,70,100
2,40.80004,-73.96088,1,6,2,30,50
2,40.80043,-73.95859,1,112,2,31,50
0,40.80489,-73.90781,1,86,4,33,49
2,40.80489,-73.9238,0,283,2,22,200
2,40.79655,-73.96285,0,359,28,1,98
1,40.6988,-73.91388,1,0,1,2,85
3,40.66799,-73.90781,1,277,1,45,65
2,40.80489,-73.93627,1,357,1,20,120
1,40.68515,-73.93255,0,6,2,7,64
1,40.68012,-73.94795,0,11,3,1,200
2,40.76519,-73.96874,0,358,28,1,269
1,40.70328,-73.92474,0,0,5,1,100
1,40.66799,-73.99161,0,0,4,1,100
1,40.71101,-73.93613,1,148,2,2,105
3,40.72104,-73.90781,1,24,2,13,89
2,40.75652,-73.96859,1,6,2,8,100
1,40.69306,-73.97084,1,189,2,14,80
3,40.66799,-73.90781,0,144,2,58,220
1,40.69321,-73.93835,0,238,1,23,139
2,40.79965,-73.95076,1,2,2,29,75
2,40.70903,-73.99669,0,53,20,1,165
2,40.7857,-73.97459,1,261,1,35,90
3,40.77403,-73.92213,0,354,2,9,269
0,40.80489,-73.90781,0,360,2,8,99
3,40.68706,-73.90781,1,47,2,3,49
2,40.73042,-73.98491,0,179,3,1,269
0,40.80489,-73.90781,0,327,2,30,98
2,40.80489,-73.94052,1,170,2,9,50
2,40.80489,-73.93687,0,361,1,10,75
2,40.72871,-73.99669,0,0,2,4,250
1,40.70321,-73.98488,0,7,3,3,150
2,40.76477,-73.97592,0,358,3,7,199
3,40.73134,-73.90781,0,168,2,6,175
1,40.70557,-73.92445,1,0,1,2,49
2,40.76651,-73.98289,0,227,2,33,201
1,40.66799,-73.95159,0,0,3,1,150
2,40.72893,-73.99512,0,11,2,22,89
1,40.69522,-73.94027,1,0,7,1,50
1,40.69116,-73.96538,0,0,2,3,170
1,40.7213,-73.95677,0,4,4,3,210
3,40.74951,-73.90787,0,137,2,27,110
1,40.67419,-73.90781,0,76,2,30,200
1,40.70136,-73.94423,1,89,2,3,65
2,40.72831,-73.99327,0,348,1,1,179
1,40.69869,-73.9124,0,26,3,3,82
2,40.80489,-73.93711,0,334,1,17,180
1,40.66799,-73.94959,0,0,4,1,105
1,40.71841,-73.94343,0,126,2,27,174
1,40.73306,-73.95353,1,365,1,1,119
1,40.68064,-73.94856,0,4,3,16,125
3,40.71694,-73.90781,1,161,2,3,100
2,40.74283,-73.99273,1,0,1,1,80
2,40.76192,-73.99669,0,0,3,14,269
1,40.70113,-73.92893,1,276,3,4,49
1,40.68946,-73.97279,0,125,3,1,269
3,40.75948,-73.90781,1,75,1,3,75
2,40.76356,-73.98772,0,23,3,8,241
1,40.73259,-73.94977,2,180,1,1,119
2,40.80489,-73.95177,0,1,1,51,95
2,40.71391,-73.97747,0,0,2,1,225
2,40.79821,-73.96058,1,114,2,33,70
2,40.80489,-73.95271,0,0,4,8,115
2,40.73678,-73.99669,0,87,1,1,200
1,40.69287,-73.9432,1,257,2,23,80
3,40.66799,-73.90781,1,362,1,2,85
2,40.71864,-73.9847,0,0,5,20,160
1,40.68633,-73.91413,0,313,28,3,85
1,40.67244,-73.95992,1,9,2,45,75
0,40.80489,-73.90781,1,310,1,9,60
1,40.69696,-73.93024,1,129,14,4,50
1,40.67117,-73.97836,0,200,28,1,75
3,40.76934,-73.91895,1,90,5,3,70
2,40.78196,-73.98283,0,89,2,2,269
2,40.80489,-73.94625,1,89,1,1,99
1,40.67773,-73.90865,1,363,2,4,49
1,40.67331,-73.97471,0,5,3,2,93
3,40.70275,-73.90781,1,105,2,3,70
2,40.75989,-73.99227,1,0,2,1,85
3,40.71523,-73.90781,0,310,2,44,100
1,40.69658,-73.90968,1,0,1,6,60
1,40.70183,-73.92028,1,66,1,1,50
2,40.75625,-73.99669,1,156,1,19,107
2,40.72863,-73.99669,1,5,5,3,49
1,40.69195,-73.93892,1,21,2,26,75
1,40.69122,-73.93753,1,21,2,17,65
1,40.67916,-73.9114,2,85,1,11,49
2,40.77768,-73.95064,0,338,28,1,150
2,40.70425,-73.99669,0,304,28,1,269
1,40.6916,-73.95483,0,45,2,5,135
2,40.70497,-73.99669,0,189,28,1,267
1,40.72203,-73.94709,0,0,7,1,249
1,40.69372,-73.92283,0,196,1,39,120
2,40.73836,-73.99669,0,1,8,6,130
2,40.80489,-73.95178,0,32,2,1,269
2,40.80489,-73.94375,0,0,2,2,100
2,40.75125,-73.97105,0,0,28,1,145
3,40.75068,-73.90781,1,57,2,5,80
1,40.70245,-73.93603,1,35,1,4,75
1,40.68986,-73.9249,1,0,1,6,50
1,40.67812,-73.94618,0,81,3,30,129
2,40.77919,-73.95182,0,338,28,7,150
2,40.76735,-73.98524,0,325,28,1,269
1,40.72424,-73.94984,0,0,6,1,100
2,40.77751,-73.95174,0,338,28,1,150
1,40.68942,-73.95455,0,246,2,33,160
1,40.68632,-73.96292,0,11,2,5,269
1,40.71942,-73.95011,1,0,4,2,75
1,40.69285,-73.92085,1,24,3,1,79
1,40.66799,-73.99467,1,317,1,1,53
2,40.80489,-73.92537,1,0,3,1,50
1,40.67826,-73.96379,0,8,4,2,200
2,40.73015,-73.98447,0,5,3,3,269
2,40.7288,-73.98058,0,7,2,6,200
3,40.76538,-73.93882,1,363,1,18,85
1,40.71633,-73.94138,0,0,1,5,200
2,40.71752,-73.98887,1,7,2,24,75
2,40.78105,-73.97633,0,0,2,13,249
1,40.68198,-73.98962,1,365,28,1,77
1,40.66799,-73.9573,1,142,2,17,55
3,40.76531,-73.90781,1,0,2,6,49
2,40.79505,-73.96382,1,43,2,2,90
3,40.79469,-73.90781,1,0,5,1,50
1,40.66799,-73.95486,1,0,1,3,60
1,40.72074,-73.94371,0,0,3,1,95
2,40.76203,-73.99353,0,17,3,1,269
2,40.72042,-73.98414,1,209,2,29,159
2,40.70772,-73.99669,1,365,1,1,220
2,40.80489,-73.93802,0,171,2,18,199
1,40.67152,-73.94712,1,89,3,1,269
2,40.71762,-73.98606,0,0,2,1,269
2,40.77064,-73.95124,0,49,3,11,150
2,40.75638,-73.9675,1,45,3,6,100
2,40.79672,-73.96169,0,11,2,29,150
1,40.6887,-73.92742,0,24,5,3,150
0,40.80489,-73.90781,0,7,2,26,87
2,40.72122,-73.98652,1,0,4,2,85
1,40.67786,-73.97029,0,0,2,5,110
3,40.7008,-73.90781,1,186,2,3,70
2,40.80489,-73.9394,1,365,2,1,97
2,40.72943,-73.99669,0,234,28,1,269
2,40.77196,-73.95175,0,157,28,1,255
1,40.68155,-73.98947,1,365,28,1,79
2,40.70462,-73.99669,0,338,28,1,248
2,40.80489,-73.9557,1,0,1,2,59
2,40.74687,-73.98836,0,315,2,8,220
1,40.69936,-73.9242,0,191,2,36,170
2,40.80489,-73.94961,0,150,1,2,269
3,40.76992,-73.90781,0,6,5,3,62
